model,deadline_miss_rate,cost_per_episode,rank
model_10000.d3,1.0,143686.29872571974,1
model_20000.d3,1.0,156291.44599819183,2
model_30000.d3,1.0,228498.78655651322,3
model_40000.d3,1.0,244525.03353738785,4
