model,deadline_miss_rate,cost_per_episode,rank
model_10000.d3,1.0,272937.9662629928,1
model_20000.d3,1.0,277175.2318925522,2
model_30000.d3,1.0,317032.74253570737,3
model_60000.d3,1.0,324682.96572596056,4
model_40000.d3,1.0,344133.779321092,5
model_50000.d3,1.0,374834.5032636452,6
