model,deadline_miss_rate,cost_per_episode,rank
model_40000.d3,1.0,315202.96875,1
model_50000.d3,1.0,315219.875,2
model_10000.d3,1.0,315331.4375,3
model_30000.d3,1.0,315374.6875,4
model_20000.d3,1.0,315446.875,5
