model,deadline_miss_rate,cost_per_episode,rank
model_10000.d3,1.0,143686.29872571974,1
model_20000.d3,1.0,156291.44599819183,2
model_60000.d3,1.0,175290.65083436965,3
model_70000.d3,1.0,194342.42646989823,4
model_80000.d3,1.0,204767.43681297303,5
model_30000.d3,1.0,228498.78655651322,6
model_40000.d3,1.0,244525.03353738785,7
model_50000.d3,1.0,290406.48175325396,8
