model,deadline_miss_rate,cost_per_episode,rank
model_10000.d3,1.0,272937.9662629928,1
model_20000.d3,1.0,277175.2318925522,2
model_90000.d3,1.0,292708.29891659954,3
model_30000.d3,1.0,317032.74253570737,4
model_60000.d3,1.0,324682.96572596056,5
model_40000.d3,1.0,344133.779321092,6
model_70000.d3,1.0,370803.6284551982,7
model_100000.d3,1.0,373614.9267014731,8
model_50000.d3,1.0,374834.5032636452,9
model_80000.d3,1.0,432955.8177245829,10
