model,deadline_miss_rate,cost_per_episode,rank
model_6000.d3,0.47,18206.8884291285,1
model_8000.d3,0.47,18206.934219505125,2
model_4000.d3,0.47,18207.016643671534,3
model_2000.d3,0.47,18207.032733865835,4
model_10000.d3,0.48,18206.915093010077,5
