model,deadline_miss_rate,cost_per_episode,rank
model_10000.d3,0.46,18200.035187901296,1
model_6000.d3,0.46,18201.803362251187,2
model_2000.d3,0.47,18199.48904037062,3
model_4000.d3,0.47,18201.62968295101,4
model_8000.d3,0.47,18203.090532276685,5
