model,deadline_miss_rate,cost_per_episode,rank
model_370000.d3,0.0,263222.40625,1
model_350000.d3,0.04,257973.125,2
model_380000.d3,0.04,260795.359375,3
model_345000.d3,0.1,258137.625,4
model_385000.d3,0.1,260587.921875,5
